timestamps,total_load_kw,critical_load_kw,load_shed_kw,battery_soc_percent,battery_power_kw,pv_generation_kw,generator_power_kw,grid_power_kw,is_islanded
2026-01-27 15:00:00,727.3827362019723,220,0,80,0,0.0,0,727.3827362019723,False
2026-01-27 15:15:00,710.9023325288555,220,0,80,0,0.0,0,710.9023325288555,False
2026-01-27 15:30:00,734.0886656483597,220,0,80,0,0.0,0,734.0886656483597,False
2026-01-27 15:45:00,703.6604019553397,220,0,80,0,0.0,0,703.6604019553397,False
2026-01-27 16:00:00,729.5198954652568,220,0,80,0,0.0,0,729.5198954652568,False
2026-01-27 16:15:00,709.1553051782089,220,0,80,0,0.0,0,709.1553051782089,False
2026-01-27 16:30:00,741.0284206036667,220,0,80,0,0.0,0,741.0284206036667,False
2026-01-27 16:45:00,736.4619492413798,220,0,80,0,0.0,0,736.4619492413798,False
2026-01-27 17:00:00,712.340668626502,220,0,80,0,0.0,0,712.340668626502,False
2026-01-27 17:15:00,716.7288992979012,220,0,80,0,0.0,0,716.7288992979012,False
2026-01-27 17:30:00,722.6362533750802,220,0,80,0,0.0,0,722.6362533750802,False
2026-01-27 17:45:00,714.4829322938685,220,0,80,0,0.0,0,714.4829322938685,False
2026-01-27 18:00:00,669.3466338171235,220,0,80,0,2.2046468805129304e-30,0,669.3466338171235,False
2026-01-27 18:15:00,663.1578327211191,220,0,80,0,0.27980919223794687,0,662.8780235288812,False
2026-01-27 18:30:00,657.7103475153613,220,0,80,0,1.1185403659051008,0,656.5918071494561,False
2026-01-27 18:45:00,656.4504309600525,220,0,80,0,2.5141068838954115,0,653.936324076157,False
2026-01-27 19:00:00,659.8053692725379,220,0,80,0,4.463039576763662,0,655.3423296957742,False
2026-01-27 19:15:00,649.7117594600861,220,0,80,0,6.960499531086048,0,642.7512599290001,False
2026-01-27 19:30:00,638.5362614442769,220,0,80,0,10.000295893049083,0,628.5359655512278,False
2026-01-27 19:45:00,660.569665913211,220,0,80,0,13.574908587983403,0,646.9947573252276,False
2026-01-27 20:00:00,644.9356555314985,220,0,80,0,17.675515829372877,0,627.2601397021256,False
2026-01-27 20:15:00,649.0445055424991,220,0,80,0,22.292026264559293,0,626.7524792779399,False
2026-01-27 20:30:00,660.2287739416481,220,0,80,0,27.41311557910608,0,632.8156583625421,False
2026-01-27 20:45:00,639.7943624111862,220,0,80,0,33.02626735775709,0,606.7680950534291,False
2026-01-27 21:00:00,655.3282058434161,220,0,80,0,39.11781797729035,0,616.2103878661258,False
2026-01-27 21:15:00,647.3950197041942,220,0,80,0,45.673005285477025,0,601.7220144187171,False
2026-01-27 21:30:00,644.3251489741052,220,0,80,0,52.67602080095412,0,591.6491281731511,False
2026-01-27 21:45:00,654.555362691913,220,0,80,0,60.11006515123521,0,594.4452975406779,False
2026-01-27 22:00:00,668.4527249362358,220,0,80,0,67.9574064504345,0,600.4953184858012,False
2026-01-27 22:15:00,658.0062904563264,220,0,80,0,76.19944130466449,0,581.8068491516619,False
2026-01-27 22:30:00,638.2226607277355,220,0,80,0,84.81675812157854,0,553.4059026061569,False
2026-01-27 22:45:00,639.4323149506166,220,0,80,0,93.78920239123207,0,545.6431125593846,False
2026-01-27 23:00:00,653.7075129821006,220,0,80,0,103.09594359839016,0,550.6115693837105,False
2026-01-27 23:15:00,647.9968302409231,220,0,80,0,112.71554342164939,0,535.2812868192738,False
2026-01-27 23:30:00,666.403556768398,220,0,80,0,122.62602487229312,0,543.7775318961048,False
2026-01-27 23:45:00,658.1721538479527,220,0,80,0,132.80494202566356,0,525.3672118222892,False
