timestamps,total_load_kw,critical_load_kw,load_shed_kw,battery_soc_percent,battery_power_kw,pv_generation_kw,generator_power_kw,grid_power_kw,is_islanded
2026-01-27 15:00:00,559.285518314439,320,0,90,0,0.0,0,559.285518314439,False
2026-01-27 15:15:00,558.7916974653866,320,0,90,0,0.0,0,558.7916974653866,False
2026-01-27 15:30:00,565.5084628997585,320,0,90,0,0.0,0,565.5084628997585,False
2026-01-27 15:45:00,559.0496721791784,320,0,90,0,0.0,0,559.0496721791784,False
2026-01-27 16:00:00,547.1061469929564,320,0,90,0,0.0,0,547.1061469929564,False
2026-01-27 16:15:00,539.6529035167304,320,0,90,0,0.0,0,539.6529035167304,False
2026-01-27 16:30:00,557.4373427770652,320,0,90,0,0.0,0,557.4373427770652,False
2026-01-27 16:45:00,533.5230596412091,320,0,90,0,0.0,0,533.5230596412091,False
2026-01-27 17:00:00,561.1138732486254,320,0,90,0,0.0,0,561.1138732486254,False
2026-01-27 17:15:00,544.5082288840016,320,0,90,0,0.0,0,544.5082288840016,False
2026-01-27 17:30:00,534.2102892110522,320,0,90,0,0.0,0,534.2102892110522,False
2026-01-27 17:45:00,558.950269931613,320,0,90,0,0.0,0,558.950269931613,False
2026-01-27 18:00:00,586.0322740710211,320,0,90,0,1.4547669891820017e-30,0,586.0322740710211,False
2026-01-27 18:15:00,567.9529120541806,320,0,90,0,0.18463622606266944,0,567.7682758281179,False
2026-01-27 18:30:00,577.4756744335256,320,0,90,0,0.7380881110720212,0,576.7375863224536,False
2026-01-27 18:45:00,584.990152607694,320,0,90,0,1.6589869466307199,0,583.3311656610632,False
2026-01-27 19:00:00,565.9886567491178,320,0,90,0,2.945057113256815,0,563.043599635861,False
2026-01-27 19:15:00,568.8156718864358,320,0,90,0,4.593124389731896,0,564.2225474967039,False
2026-01-27 19:30:00,572.6424615697961,320,0,90,0,6.599127521574162,0,566.0433340482219,False
2026-01-27 19:45:00,583.0609285479368,320,0,90,0,8.958132984557981,0,574.1027955633788,False
2026-01-27 20:00:00,566.5865555043363,320,0,90,0,11.664352861653361,0,554.9222026426829,False
2026-01-27 20:15:00,583.387482175208,320,0,90,0,14.711165734774584,0,568.6763164404334,False
2026-01-27 20:30:00,588.5384129695835,320,0,90,0,18.091140476421206,0,570.4472724931624,False
2026-01-27 20:45:00,562.7410712090975,320,0,90,0,21.79606281077992,0,540.9450083983176,False
2026-01-27 21:00:00,571.9449790437491,320,0,90,0,25.816964499237006,0,546.1280145445121,False
2026-01-27 21:15:00,593.4009939601865,320,0,90,0,30.144154991627765,0,563.2568389685588,False
2026-01-27 21:30:00,591.6567448427163,320,0,90,0,34.76725537201257,0,556.8894894707038,False
2026-01-27 21:45:00,597.3131439930266,320,0,90,0,39.67523441640314,0,557.6379095766235,False
2026-01-27 22:00:00,583.6602202402365,320,0,90,0,44.85644656974185,0,538.8037736704947,False
2026-01-27 22:15:00,571.705536342781,320,0,90,0,50.29867164062622,0,521.4068647021547,False
2026-01-27 22:30:00,583.0880284621225,320,0,90,0,55.98915600482882,0,527.0988724572936,False
2026-01-27 22:45:00,565.8031689464434,320,0,90,0,61.91465510263186,0,503.88851384381155,False
2026-01-27 23:00:00,574.1062016721478,320,0,90,0,68.06147701041483,0,506.04472466173297,False
2026-01-27 23:15:00,594.5919830009891,320,0,90,0,74.41552686382458,0,520.1764561371646,False
2026-01-27 23:30:00,567.9581619116962,320,0,90,0,80.96235190823683,0,486.9958100034593,False
2026-01-27 23:45:00,583.2563551219727,320,0,90,0,87.68718695208698,0,495.5691681698857,False
