timestamp,time_minutes,total_load_kw,critical_load_kw,non_critical_load_kw,shed_load_kw,ev_charging_kw,ac_load_kw,washing_load_kw,lighting_load_kw,pv_power_kw,pv_curtailment_kw,gen1_power_kw,gen1_state,grid_power_kw,battery_power_kw,battery_soc_percent,battery_energy_kwh,operation_mode,grid_available,frequency_hz,voltage_pu,power_balance_kw,islanding_event,reconnection_event,load_energy_kwh,pv_energy_kwh,gen1_fuel_liters,battery_throughput_kwh,ac_shed_minutes,ev_shed_minutes
2025-01-15 00:00:00,0.0,180.2444439094731,100,80.24444390947309,0.0,20.061110977368273,46.80925894719264,7.522916616513102,5.85115736839908,0.0,0,0.0,OFF,0.0,-180.2444439094731,81.44182920735015,366.4882314330757,GRID_CONNECTED,True,50.0,1.0,-180.2444439094731,False,False,15.020370325789424,0.0,0.0,16.011768566924292,5.0,5.0
2025-01-15 00:05:00,5.0,188.88622161171097,100,88.88622161171097,0.0,22.22155540292774,51.850295940164735,8.333083276097904,6.481286992520592,0.0,0,0.0,OFF,0.0,-188.88622161171097,77.71306274833893,349.70878236752515,GRID_CONNECTED,True,50.0,1.0,-188.88622161171097,False,False,30.760888793432002,0.0,0.0,32.79121763247486,10.0,10.0
2025-01-15 00:10:00,10.0,172.23669710936773,100,72.23669710936773,0.0,18.05917427734193,42.13807331379784,6.772190354003224,5.26725916422473,0.0,0,0.0,OFF,0.0,-172.23669710936773,74.31297134033508,334.40837103150784,GRID_CONNECTED,True,50.0,1.0,-172.23669710936773,False,False,45.113946885879315,0.0,0.0,48.091628968492145,15.0,15.0
2025-01-15 00:15:00,15.0,180.64610490206272,100,80.64610490206272,0.0,20.16152622551568,47.04356119286992,7.56057233456838,5.88044514910874,0.0,0,0.0,OFF,0.0,-180.64610490206272,70.74687143552299,318.36092145985344,GRID_CONNECTED,True,50.0,1.0,-180.64610490206272,False,False,60.16778896105121,0.0,0.0,64.13907854014653,20.0,20.0
2025-01-15 00:20:00,20.0,182.46210219524033,100,82.46210219524033,0.0,20.615525548810083,48.10289294722352,7.73082208080378,6.01286161840294,0.0,0,0.0,OFF,0.0,-182.46210219524033,67.1449222785067,302.1521502532802,GRID_CONNECTED,True,50.0,1.0,-182.46210219524033,False,False,75.3729641439879,0.0,0.0,80.34784974671979,25.0,25.0
2025-01-15 00:25:00,25.0,181.86664954199554,100,81.86664954199554,0.0,20.466662385498886,47.755545566164066,7.674998394562082,5.969443195770508,0.0,0,0.0,OFF,0.0,-181.86664954199554,63.55472783743743,285.9962752684684,GRID_CONNECTED,True,50.0,1.0,-181.86664954199554,False,False,90.52851827248753,0.0,0.0,96.50372473153153,30.0,30.0
2025-01-15 00:30:00,30.0,187.95887747047541,100,87.95887747047541,0.0,21.989719367618854,51.30934519111066,8.24614476285707,6.413668148888832,0.0,0,0.0,OFF,0.0,-187.95887747047541,59.844267900205786,269.29920555092605,GRID_CONNECTED,True,50.0,1.0,-187.95887747047541,False,False,106.19175806169382,0.0,0.0,113.20079444907394,35.0,35.0
2025-01-15 00:35:00,35.0,179.36968581982208,100,79.36968581982208,0.0,19.84242145495552,46.29898339489622,7.44090804560832,5.787372924362027,0.0,0,0.0,OFF,0.0,-179.36968581982208,56.30336553823664,253.36514492206487,GRID_CONNECTED,True,50.0,1.0,-179.36968581982208,False,False,121.13923188001232,0.0,0.0,129.13485507793513,40.0,40.0
2025-01-15 00:40:00,40.0,173.4846801930662,100,73.4846801930662,0.0,18.37117004826655,42.866063445955284,6.889188768099956,5.3582579307444105,0.0,0,0.0,OFF,0.0,-173.4846801930662,52.87863793695092,237.95387071627917,GRID_CONNECTED,True,50.0,1.0,-173.4846801930662,False,False,135.59628856276782,0.0,0.0,144.54612928372083,45.0,45.0
2025-01-15 00:45:00,45.0,180.68743415558941,100,80.68743415558941,0.0,20.171858538897354,47.06766992409383,7.564446952086508,5.8834587405117285,0.0,0,0.0,OFF,0.0,-180.68743415558941,49.31172215931863,221.9027497169338,GRID_CONNECTED,True,50.0,1.0,-180.68743415558941,False,False,150.65357474240028,0.0,0.0,160.5972502830662,50.0,50.0
2025-01-15 00:50:00,50.0,187.94639901388194,100,87.94639901388194,0.0,21.986599753470486,51.302066091431136,8.244974907551432,6.412758261428892,0.0,0,0.0,OFF,0.0,-187.94639901388194,45.60150855689112,205.20678850601004,GRID_CONNECTED,True,50.0,1.0,-187.94639901388194,False,False,166.31577466022378,0.0,0.0,177.29321149398996,55.0,55.0
2025-01-15 00:55:00,55.0,186.3255549865651,100,86.3255549865651,0.0,21.581388746641274,50.35657374216297,8.093020779990477,6.2945717177703715,0.0,0,0.0,OFF,0.0,-186.3255549865651,41.92329172369738,188.65481275663822,GRID_CONNECTED,True,50.0,1.0,-186.3255549865651,False,False,181.84290424243753,0.0,0.0,193.84518724336178,60.0,60.0
2025-01-15 01:00:00,60.0,180.00217748977613,100,80.00217748977613,0.0,20.000544372444033,46.667936869036076,7.500204139666511,5.8334921086295095,0.0,0,0.0,OFF,0.0,-180.00217748977613,38.36990346569831,172.6645655956424,GRID_CONNECTED,True,50.0,1.0,-180.00217748977613,False,False,196.84308569991887,0.0,0.0,209.8354344043576,65.0,65.0
2025-01-15 01:05:00,65.0,176.87914794167298,100,76.87914794167298,0.0,19.219786985418246,44.84616963264257,7.207420119531842,5.605771204080321,0.0,0,0.0,OFF,0.0,-176.87914794167298,34.878166331482134,156.9517484916696,GRID_CONNECTED,True,50.0,1.0,-176.87914794167298,False,False,211.5830146950583,0.0,0.0,225.5482515083304,70.0,70.0
2025-01-15 01:10:00,70.0,183.3146325253377,100,83.31463252533769,0.0,20.82865813133442,48.60020230644698,7.810746799250408,6.075025288305873,0.0,0,0.0,OFF,0.0,-183.3146325253377,31.259387537698107,140.6672439196415,GRID_CONNECTED,True,50.0,1.0,-183.3146325253377,False,False,226.85923407216978,0.0,0.0,241.8327560803585,75.0,75.0
2025-01-15 01:15:00,75.0,188.20812555503846,100,88.20812555503846,0.0,22.052031388759616,51.454739907105775,8.269511770784856,6.431842488388222,0.0,0,0.0,OFF,0.0,-188.20812555503846,27.544007242116546,123.94803258952446,GRID_CONNECTED,True,50.0,1.0,-188.20812555503846,False,False,242.54324453508966,0.0,0.0,258.5519674104755,80.0,80.0
