timestamp,time_minutes,total_load_kw,critical_load_kw,non_critical_load_kw,shed_load_kw,hvac_load_kw,wards_lighting_load_kw,admin_load_kw,pv_power_kw,pv_curtailment_kw,gen1_power_kw,gen1_state,gen2_power_kw,gen2_state,grid_power_kw,battery_power_kw,battery_soc_percent,battery_energy_kwh,operation_mode,grid_available,frequency_hz,voltage_pu,power_balance_kw,islanding_event,reconnection_event,load_energy_kwh,pv_energy_kwh,gen1_fuel_liters,gen2_fuel_liters,battery_throughput_kwh
2025-01-15 00:00:00,0.0,725.1914484969689,220,505.19144849696886,0,349.74792588251694,58.291320980419485,97.15220163403248,0.0,0,0,OFF,0,OFF,325.19144849696886,-400.0,77.85478997883668,1261.2475976571543,GRID_CONNECTED,True,50,1.0,-400.0,False,False,60.432620708080734,0.0,0,0,34.75240234284579
2025-01-15 00:05:00,5.0,726.4396966439568,220,506.43969664395684,0,350.6120976765855,58.43534961276425,97.39224935460709,0.0,0,0,OFF,0,OFF,326.43969664395684,-400.0,75.70957995767337,1226.4951953143086,GRID_CONNECTED,True,50,1.0,-400.0,False,False,120.96926209507714,0.0,0,0,69.50480468569158
2025-01-15 00:10:00,10.0,701.5186270730268,220,481.5186270730268,0,333.35904951209545,55.55984158534925,92.59973597558208,0.0,0,0,OFF,0,OFF,326.43969664395684,-375.07893042906994,73.69802225696421,1193.9079605628203,GRID_CONNECTED,True,50,1.0,-375.07893042906994,False,False,179.42914768449603,0.0,0,0,102.09203943717984
2025-01-15 00:15:00,15.0,734.9842491432067,220,514.9842491432067,0,356.5275570991431,59.421259516523854,99.03543252753975,0.0,0,0,OFF,0,OFF,334.98424914320674,-400.0,71.5528122358009,1159.1555582199746,GRID_CONNECTED,True,50,1.0,-400.0,False,False,240.6778351130966,0.0,0,0,136.84444178002562
2025-01-15 00:20:00,20.0,711.4326148162461,220,491.4326148162461,0,340.22257948817037,56.703763248028395,94.50627208004732,0.0,0,0,OFF,0,OFF,334.98424914320674,-376.44836567303935,69.53391021957,1126.4493455570341,GRID_CONNECTED,True,50,1.0,-376.44836567303935,False,False,299.9638863477838,0.0,0,0,169.55065444296613
2025-01-15 00:25:00,25.0,717.1651262717561,220,497.1651262717561,0,344.19124126506193,57.36520687751032,95.60867812918387,0.0,0,0,OFF,0,OFF,334.98424914320674,-382.18087712854935,67.48426460078713,1093.2450865327514,GRID_CONNECTED,True,50,1.0,-382.18087712854935,False,False,359.72764687043014,0.0,0,0,202.75491346724877
2025-01-15 00:30:00,30.0,731.834999037362,220,511.83499903736197,0,354.347307025866,59.057884504311,98.42980750718499,0.0,0,0,OFF,0,OFF,334.98424914320674,-396.85074989415523,65.35594408683933,1058.766294206797,GRID_CONNECTED,True,50,1.0,-396.85074989415523,False,False,420.7138967902103,0.0,0,0,237.23370579320314
2025-01-15 00:35:00,35.0,704.8611561698646,220,484.86115616986456,0,335.67310811759853,55.94551801959975,93.24253003266627,0.0,0,0,OFF,0,OFF,334.98424914320674,-369.8769070266578,63.37228496796313,1026.6310164810027,GRID_CONNECTED,True,50,1.0,-369.8769070266578,False,False,479.45232647103234,0.0,0,0,269.3689835189976
2025-01-15 00:40:00,40.0,718.5806952305841,220,498.58069523058407,0,345.17125054425054,57.52854175737509,95.88090292895848,0.0,0,0,OFF,0,OFF,334.98424914320674,-383.59644608737733,61.315047617389936,993.303771401717,GRID_CONNECTED,True,50,1.0,-383.59644608737733,False,False,539.334051073581,0.0,0,0,302.6962285982833
2025-01-15 00:45:00,45.0,707.2557876374356,220,487.25578763743556,0,337.33092990284,56.22182165047334,93.70303608412223,0.0,0,0,OFF,0,OFF,334.98424914320674,-372.2715384942288,59.31854602996067,960.9604456853629,GRID_CONNECTED,True,50,1.0,-372.2715384942288,False,False,598.2720333767006,0.0,0,0,335.0395543146374
2025-01-15 00:50:00,50.0,739.7307867185651,220,519.7307867185651,0,359.8136215743913,59.96893692906521,99.94822821510868,0.0,0,0,OFF,0,OFF,339.7307867185651,-400.0,57.17333600879735,926.208043342517,GRID_CONNECTED,True,50,1.0,-400.0,False,False,659.9162656032477,0.0,0,0,369.79195665748324
2025-01-15 00:55:00,55.0,732.1746832189147,220,512.1746832189147,0,354.58247299771017,59.097078832951695,98.49513138825282,0.0,0,0,OFF,0,OFF,339.7307867185651,-392.4438965003495,55.06864956000502,892.1121228720814,GRID_CONNECTED,True,50,1.0,-392.4438965003495,False,False,720.9308225381573,0.0,0,0,403.88787712791896
2025-01-15 01:00:00,60.0,701.3393210239063,220,481.33932102390634,0,333.2349145550121,55.53915242583535,92.56525404305891,0.0,0,0,OFF,0,OFF,339.7307867185651,-361.6085343053412,53.12933393118002,860.6952096851164,GRID_CONNECTED,True,50,1.0,-361.6085343053412,False,False,779.3757659568162,0.0,0,0,435.30479031488386
2025-01-15 01:05:00,65.0,734.6214284046275,220,514.6214284046275,0,356.276373510896,59.37939558514933,98.96565930858222,0.0,0,0,OFF,0,OFF,339.7307867185651,-394.8906416860624,51.011525526658644,826.38671353187,GRID_CONNECTED,True,50,1.0,-394.8906416860624,False,False,840.5942183238685,0.0,0,0,469.61328646813035
2025-01-15 01:10:00,70.0,707.6321453199645,220,487.6321453199645,0,337.5914852215139,56.26524753691898,93.77541256153164,0.0,0,0,OFF,0,OFF,339.7307867185651,-367.90135860139935,49.038461323480334,794.4230734403815,GRID_CONNECTED,True,50,1.0,-367.90135860139935,False,False,899.5635637671988,0.0,0,0,501.5769265596189
2025-01-15 01:15:00,75.0,704.3205964602904,220,484.3205964602904,0,335.2988744725087,55.88314574541812,93.13857624236354,0.0,0,0,OFF,0,OFF,339.7307867185651,-364.5898097417253,47.0831570398004,762.7471440447664,GRID_CONNECTED,True,50,1.0,-364.5898097417253,False,False,958.2569468055564,0.0,0,0,533.252855955234
