timestamps,total_load_kw,critical_load_kw,load_shed_kw,battery_soc_percent,battery_power_kw,pv_generation_kw,generator_power_kw,grid_power_kw,is_islanded
2026-01-27 00:00:00,559.6954725929439,320,0,90,0,0.0,0,559.6954725929439,False
2026-01-27 00:15:00,563.6343979138467,320,0,90,0,0.0,0,563.6343979138467,False
2026-01-27 00:30:00,536.3574506215914,320,0,90,0,0.0,0,536.3574506215914,False
2026-01-27 00:45:00,555.6774294518225,320,0,90,0,0.0,0,555.6774294518225,False
2026-01-27 01:00:00,561.9886976294055,320,0,90,0,0.0,0,561.9886976294055,False
2026-01-27 01:15:00,536.851025793491,320,0,90,0,0.0,0,536.851025793491,False
2026-01-27 01:30:00,561.9905932492496,320,0,90,0,0.0,0,561.9905932492496,False
2026-01-27 01:45:00,548.0641381749991,320,0,90,0,0.0,0,548.0641381749991,False
2026-01-27 02:00:00,559.8716166247311,320,0,90,0,0.0,0,559.8716166247311,False
2026-01-27 02:15:00,540.6325118630377,320,0,90,0,0.0,0,540.6325118630377,False
2026-01-27 02:30:00,534.6052901620337,320,0,90,0,0.0,0,534.6052901620337,False
2026-01-27 02:45:00,566.0825061778668,320,0,90,0,0.0,0,566.0825061778668,False
2026-01-27 03:00:00,534.3476028039728,320,0,90,0,0.0,0,534.3476028039728,False
2026-01-27 03:15:00,555.3134041349107,320,0,90,0,0.0,0,555.3134041349107,False
2026-01-27 03:30:00,558.4996205738806,320,0,90,0,0.0,0,558.4996205738806,False
2026-01-27 03:45:00,557.2380711258535,320,0,90,0,0.0,0,557.2380711258535,False
2026-01-27 04:00:00,560.1648751863977,320,0,90,0,0.0,0,560.1648751863977,False
2026-01-27 04:15:00,562.7727902788279,320,0,90,0,0.0,0,562.7727902788279,False
2026-01-27 04:30:00,533.9102761443986,320,0,90,0,0.0,0,533.9102761443986,False
2026-01-27 04:45:00,565.2721834659544,320,0,90,0,0.0,0,565.2721834659544,False
2026-01-27 05:00:00,551.3663531324731,320,0,90,0,0.0,0,551.3663531324731,False
2026-01-27 05:15:00,562.8490826382512,320,0,90,0,0.0,0,562.8490826382512,False
2026-01-27 05:30:00,562.5441994411038,320,0,90,0,0.0,0,562.5441994411038,False
2026-01-27 05:45:00,543.1429572133849,320,0,90,0,0.0,0,543.1429572133849,False
2026-01-27 06:00:00,551.4350389096993,320,0,90,0,0.0,0,551.4350389096993,True
2026-01-27 06:15:00,557.2003167837886,320,0,90,0,0.0,0,557.2003167837886,True
2026-01-27 06:30:00,553.8879186981262,320,0,90,0,0.0,0,553.8879186981262,True
2026-01-27 06:45:00,552.7262235143826,320,0,90,0,0.0,0,552.7262235143826,True
2026-01-27 07:00:00,541.7832455376762,320,0,90,0,0.0,0,541.7832455376762,True
2026-01-27 07:15:00,543.8579269410715,320,0,90,0,0.0,0,543.8579269410715,True
2026-01-27 07:30:00,539.7534194071657,320,0,90,0,0.0,0,539.7534194071657,True
2026-01-27 07:45:00,550.0662370069257,320,0,90,0,0.0,0,550.0662370069257,True
2026-01-27 08:00:00,566.1725886571833,320,0,90,0,0.0,0,566.1725886571833,True
2026-01-27 08:15:00,548.5822808073274,320,0,90,0,0.0,0,548.5822808073274,True
2026-01-27 08:30:00,547.0708710751585,320,0,90,0,0.0,0,547.0708710751585,True
2026-01-27 08:45:00,558.2247366718045,320,0,90,0,0.0,0,558.2247366718045,True
2026-01-27 09:00:00,544.6005638618249,320,0,90,0,0.0,0,544.6005638618249,True
2026-01-27 09:15:00,562.3117145820327,320,0,90,0,0.0,0,562.3117145820327,True
2026-01-27 09:30:00,552.8848366637504,320,0,90,0,0.0,0,552.8848366637504,True
2026-01-27 09:45:00,538.1218217288455,320,0,90,0,0.0,0,538.1218217288455,True
2026-01-27 10:00:00,533.9305634981266,320,0,90,0,0.0,0,533.9305634981266,True
