timestamp,city_survivability_index,unserved_energy_kwh,priority_violations
2026-01-27 19:45:00,0.5169974272912146,0.0,120
2026-01-27 20:00:00,0.5171898022542211,0.0,120
2026-01-27 20:15:00,0.5173800157007893,0.0,120
2026-01-27 20:30:00,0.5175681038574517,0.0,120
2026-01-27 20:45:00,0.5177541021457067,0.0,120
2026-01-27 21:00:00,0.5179380452042572,0.0,120
2026-01-27 21:15:00,0.5181199669105161,0.0,120
2026-01-27 21:30:00,0.5182999004014059,0.0,120
2026-01-27 21:45:00,0.5184778780934817,0.0,120
2026-01-27 22:00:00,0.5186539317024,0.0,120
2026-01-27 22:15:00,0.51882809226176,0.0,120
2026-01-27 22:30:00,0.5190003901413408,0.0,120
2026-01-27 22:45:00,0.5191708550647557,0.0,120
2026-01-27 23:00:00,0.5193395161265473,0.0,120
2026-01-27 23:15:00,0.519506401808741,0.0,120
2026-01-27 23:30:00,0.5196715399968804,0.0,120
2026-01-27 23:45:00,0.5198349579955599,0.0,120
2026-01-28 00:00:00,0.519996682543476,0.0,120
2026-01-28 00:15:00,0.5201567398280115,0.0,120
2026-01-28 00:30:00,0.5203151554993724,0.0,120
2026-01-28 00:45:00,0.5204719546842905,0.0,120
2026-01-28 01:00:00,0.5206271619993112,0.0,120
2026-01-28 01:15:00,0.5207808015636751,0.0,120
2026-01-28 01:30:00,0.5209328970118142,0.0,120
2026-01-28 01:45:00,0.521083471505472,0.0,120
2026-01-28 02:00:00,0.5212325477454613,0.0,120
2026-01-28 02:15:00,0.5213801479830747,0.0,120
2026-01-28 02:30:00,0.521526294031155,0.0,120
2026-01-28 02:45:00,0.5216710072748423,0.0,120
2026-01-28 03:00:00,0.5218143086820057,0.0,120
2026-01-28 03:15:00,0.5219562188133715,0.0,120
2026-01-28 03:30:00,0.5220967578323569,0.0,120
2026-01-28 03:45:00,0.5222359455146214,0.0,120
2026-01-28 04:00:00,0.5223738012573427,0.0,120
2026-01-28 04:15:00,0.5225103440882284,0.0,120
2026-01-28 04:30:00,0.5226455926742717,0.0,120
2026-01-28 04:45:00,0.522779565330258,0.0,120
2026-01-28 05:00:00,0.522912280027033,0.0,120
2026-01-28 05:15:00,0.5230437543995393,0.0,120
2026-01-28 05:30:00,0.5231740057546268,0.0,120
2026-01-28 05:45:00,0.5233030510786487,0.0,120
