timestamp,time_minutes,total_load_kw,critical_load_kw,non_critical_load_kw,shed_load_kw,pv_power_kw,pv_curtailment_kw,generator_power_kw,generator_state,grid_power_kw,battery_power_kw,battery_soc_percent,battery_energy_kwh,operation_mode,grid_available,frequency_hz,voltage_pu,power_balance_kw,islanding_event,reconnection_event,load_energy_kwh,pv_energy_kwh,generator_fuel_liters,battery_throughput_kwh
2025-01-15 00:00:00,0.0,165.5929863079305,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-165.5929863079305,79.19634899715693,1425.5342819488246,GRID_CONNECTED,True,50.0,1.0,-165.5929863079305,False,False,13.799415525660873,0.0,0.0,14.465718051175312
2025-01-15 00:05:00,5.0,159.88224437675024,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-159.88224437675024,78.42041319881797,1411.5674375787232,GRID_CONNECTED,True,50.0,1.0,-159.88224437675024,False,False,27.12293589039006,0.0,0.0,28.4325624212766
2025-01-15 00:10:00,10.0,158.42435323603917,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-158.42435323603917,77.65155279481418,1397.7279503066552,GRID_CONNECTED,True,50.0,1.0,-158.42435323603917,False,False,40.324965326726655,0.0,0.0,42.27204969334467
2025-01-15 00:15:00,15.0,157.51443184316688,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-157.51443184316688,76.88710839450835,1383.9679511011502,GRID_CONNECTED,True,50.0,1.0,-157.51443184316688,False,False,53.451167980323895,0.0,0.0,56.032048898849666
2025-01-15 00:20:00,20.0,164.91020447338792,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-164.91020447338792,76.08677104835017,1369.5618788703032,GRID_CONNECTED,True,50.0,1.0,-164.91020447338792,False,False,67.19368501977289,0.0,0.0,70.43812112969664
2025-01-15 00:25:00,25.0,166.78074976801588,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-166.78074976801588,75.27735562687367,1354.9924012837262,GRID_CONNECTED,True,50.0,1.0,-166.78074976801588,False,False,81.0920808337742,0.0,0.0,85.0075987162736
2025-01-15 00:30:00,30.0,165.2738408106872,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-165.2738408106872,74.47525349155592,1340.5545628480065,GRID_CONNECTED,True,50.0,1.0,-165.2738408106872,False,False,94.86490090133147,0.0,0.0,99.44543715199323
2025-01-15 00:35:00,35.0,161.79599777833334,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-161.79599777833334,73.69002992158684,1326.4205385885632,GRID_CONNECTED,True,50.0,1.0,-161.79599777833334,False,False,108.34790071619258,0.0,0.0,113.57946141143657
2025-01-15 00:40:00,40.0,167.27456460156787,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-167.27456460156787,72.87821793250775,1311.8079227851395,GRID_CONNECTED,True,50.0,1.0,-167.27456460156787,False,False,122.28744776632324,0.0,0.0,128.1920772148603
2025-01-15 00:45:00,45.0,159.33457107952347,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-159.33457107952347,72.10494008608063,1297.8889215494514,GRID_CONNECTED,True,50.0,1.0,-159.33457107952347,False,False,135.56532868961688,0.0,0.0,142.11107845054823
2025-01-15 00:50:00,50.0,167.37146256083508,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-167.37146256083508,71.2926578346802,1283.2678410242436,GRID_CONNECTED,True,50.0,1.0,-167.37146256083508,False,False,149.51295056968647,0.0,0.0,156.73215897575605
2025-01-15 00:55:00,55.0,157.1840777403137,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-157.1840777403137,70.52981669917422,1269.536700585136,GRID_CONNECTED,True,50.0,1.0,-157.1840777403137,False,False,162.6116237147126,0.0,0.0,170.46329941486357
2025-01-15 01:00:00,60.0,165.52599392793604,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-165.52599392793604,69.72649082177618,1255.0768347919711,GRID_CONNECTED,True,50.0,1.0,-165.52599392793604,False,False,176.4054565420406,0.0,0.0,184.92316520802854
2025-01-15 01:05:00,65.0,161.98983232904342,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-161.98983232904342,68.94032653967588,1240.9258777141658,GRID_CONNECTED,True,50.0,1.0,-161.98983232904342,False,False,189.90460923612756,0.0,0.0,199.0741222858337
2025-01-15 01:10:00,70.0,156.3219863904969,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-156.3219863904969,68.18166928051195,1227.2700470492152,GRID_CONNECTED,True,50.0,1.0,-156.3219863904969,False,False,202.93144143533564,0.0,0.0,212.72995295078437
2025-01-15 01:15:00,75.0,161.6077992146285,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-161.6077992146285,67.39735907026801,1213.152463264824,GRID_CONNECTED,True,50.0,1.0,-161.6077992146285,False,False,216.39875803655468,0.0,0.0,226.84753673517565
2025-01-15 01:20:00,80.0,154.37803557992606,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-154.37803557992606,66.64813613590988,1199.666450446378,GRID_CONNECTED,True,50.0,1.0,-154.37803557992606,False,False,229.26359433488184,0.0,0.0,240.33354955362176
2025-01-15 01:25:00,85.0,165.8261373249113,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-165.8261373249113,65.84335361141974,1185.1803650055554,GRID_CONNECTED,True,50.0,1.0,-165.8261373249113,False,False,243.0824391119578,0.0,0.0,254.81963499444436
2025-01-15 01:30:00,90.0,163.68764839674353,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-163.68764839674353,65.0489495383967,1170.8810916911407,GRID_CONNECTED,True,50.0,1.0,-163.68764839674353,False,False,256.7230764783531,0.0,0.0,269.1189083088589
2025-01-15 01:35:00,95.0,153.3971994085225,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-153.3971994085225,64.30448676925057,1157.4807618465104,GRID_CONNECTED,True,50.0,1.0,-153.3971994085225,False,False,269.5061764290633,0.0,0.0,282.51923815348914
2025-01-15 01:40:00,100.0,164.74910503581557,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-164.74910503581557,63.50493126613691,1143.0887627904644,GRID_CONNECTED,True,50.0,1.0,-164.74910503581557,False,False,283.2352685153813,0.0,0.0,296.91123720953516
2025-01-15 01:45:00,105.0,166.65396213043033,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-166.65396213043033,62.696131166688026,1128.5303610003846,GRID_CONNECTED,True,50.0,1.0,-166.65396213043033,False,False,297.12309869291715,0.0,0.0,311.4696389996151
2025-01-15 01:50:00,110.0,160.87266366003814,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-160.87266366003814,61.91538869466079,1114.4769965038943,GRID_CONNECTED,True,50.0,1.0,-160.87266366003814,False,False,310.52915399792033,0.0,0.0,325.52300349610533
2025-01-15 01:55:00,115.0,164.8626074554626,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-164.8626074554626,61.11528234494784,1100.075082209061,GRID_CONNECTED,True,50.0,1.0,-164.8626074554626,False,False,324.26770461920887,0.0,0.0,339.9249177909386
2025-01-15 02:00:00,120.0,158.52324105784018,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-158.52324105784018,60.34594202148048,1086.2269563866487,GRID_CONNECTED,True,50.0,1.0,-158.52324105784018,False,False,337.4779747073622,0.0,0.0,353.77304361335086
2025-01-15 02:05:00,125.0,160.24017061945938,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-160.24017061945938,59.56826914604477,1072.228844628806,GRID_CONNECTED,True,50.0,1.0,-160.24017061945938,False,False,350.8313222589838,0.0,0.0,367.7711553711936
2025-01-15 02:10:00,130.0,167.5309715216059,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-167.5309715216059,58.75521277045501,1057.5938298681901,GRID_CONNECTED,True,50.0,1.0,-167.5309715216059,False,False,364.79223655245096,0.0,0.0,382.40617013180946
2025-01-15 02:15:00,135.0,154.64465902170096,240,0.0,0.0,0.0,0,0.0,OFF,0.0,-154.64465902170096,58.004695867063894,1044.08452560715,GRID_CONNECTED,True,50.0,1.0,-154.64465902170096,False,False,377.67929147092605,0.0,0.0,395.9154743928495
