timestamp,time_minutes,total_load_kw,critical_load_kw,non_critical_load_kw,shed_load_kw,ev_charging_kw,ac_load_kw,washing_load_kw,lighting_load_kw,pv_power_kw,pv_curtailment_kw,gen1_power_kw,gen1_state,grid_power_kw,battery_power_kw,battery_soc_percent,battery_energy_kwh,operation_mode,grid_available,frequency_hz,voltage_pu,power_balance_kw,islanding_event,reconnection_event,load_energy_kwh,pv_energy_kwh,gen1_fuel_liters,battery_throughput_kwh,ac_shed_minutes,ev_shed_minutes
2025-01-15 00:00:00,0.0,184.44627103447692,100,84.44627103447692,0,21.11156775861923,49.26032477011154,7.916837909482212,6.157540596263942,0.0,0,0,OFF,0.0,-184.44627103447692,81.35888174873412,366.11496786930354,GRID_CONNECTED,True,50,1.0,-184.44627103447692,False,False,15.370522586206409,0.0,0,16.38503213069648,5.0,5.0
2025-01-15 00:05:00,5.0,187.31933046113875,100,87.31933046113875,0,21.829832615284687,50.936276102330936,8.186187230731758,6.367034512791367,0.0,0,0,OFF,0.0,-187.31933046113875,77.66104698562597,349.47471143531686,GRID_CONNECTED,True,50,1.0,-187.31933046113875,False,False,30.980466791301303,0.0,0,33.02528856468319,10.0,10.0
2025-01-15 00:10:00,10.0,172.5371495758141,100,72.53714957581411,0,18.134287393953528,42.31333725255823,6.800357772732572,5.289167156569778,0.0,0,0,OFF,0.0,-172.5371495758141,74.25502440344832,334.1476098155174,GRID_CONNECTED,True,50,1.0,-172.5371495758141,False,False,45.35856258928581,0.0,0,48.35239018448263,15.0,15.0
2025-01-15 00:15:00,15.0,171.29542867662823,100,71.29542867662823,0,17.82385716915706,41.58900006136647,6.683946438433897,5.198625007670809,0.0,0,0,OFF,0.0,-171.29542867662823,70.87351439397624,318.93081477289303,GRID_CONNECTED,True,50,1.0,-171.29542867662823,False,False,59.6331816456715,0.0,0,63.569185227107006,20.0,20.0
2025-01-15 00:20:00,20.0,176.71637104016534,100,76.71637104016534,0,19.179092760041335,44.75121644009645,7.1921597850155,5.593902055012056,0.0,0,0,OFF,0.0,-176.71637104016534,67.38499060716818,303.23245773225676,GRID_CONNECTED,True,50,1.0,-176.71637104016534,False,False,74.35954589901861,0.0,0,79.2675422677433,25.0,25.0
2025-01-15 00:25:00,25.0,171.92930644322905,100,71.92930644322905,0,17.982326610807263,41.958762091883614,6.7433724790527245,5.244845261485452,0.0,0,0,OFF,0.0,-171.92930644322905,63.99096733899968,287.95935302549856,GRID_CONNECTED,True,50,1.0,-171.92930644322905,False,False,88.68698810262103,0.0,0,94.5406469745015,30.0,30.0
2025-01-15 00:30:00,30.0,182.67523976777906,100,82.67523976777906,0,20.668809941944765,48.22722319787112,7.750803728229287,6.02840289973389,0.0,0,0,OFF,0.0,-182.67523976777906,60.38481067428455,271.73164803428045,GRID_CONNECTED,True,50,1.0,-182.67523976777906,False,False,103.90992474993595,0.0,0,110.76835196571957,35.0,35.0
2025-01-15 00:35:00,35.0,176.59743024347637,100,76.59743024347637,0,19.149357560869092,44.68183430869455,7.181009085325909,5.585229288586818,0.0,0,0,OFF,0.0,-176.59743024347637,56.89863487479666,256.043856936585,GRID_CONNECTED,True,50,1.0,-176.59743024347637,False,False,118.62637727022565,0.0,0,126.45614306341503,40.0,40.0
2025-01-15 00:40:00,40.0,183.67732686485374,100,83.67732686485374,0,20.919331716213435,48.81177400449801,7.844749393580038,6.1014717505622516,0.0,0,0,OFF,0.0,-183.67732686485374,53.27269620203088,239.72713290913896,GRID_CONNECTED,True,50,1.0,-183.67732686485374,False,False,133.93282117563012,0.0,0,142.77286709086104,45.0,45.0
2025-01-15 00:45:00,45.0,175.8980004665097,100,75.8980004665097,0,18.974500116627425,44.27383360546399,7.115437543735285,5.534229200682999,0.0,0,0,OFF,0.0,-175.8980004665097,49.80032771082909,224.1014746987309,GRID_CONNECTED,True,50,1.0,-175.8980004665097,False,False,148.5909878811726,0.0,0,158.3985253012691,50.0,50.0
2025-01-15 00:50:00,50.0,186.7370393222246,100,86.7370393222246,0,21.68425983055615,50.59660627129769,8.131597436458556,6.324575783912211,0.0,0,0,OFF,0.0,-186.7370393222246,46.113987844752785,207.51294530138753,GRID_CONNECTED,True,50,1.0,-186.7370393222246,False,False,164.15240782469132,0.0,0,174.98705469861247,55.0,55.0
2025-01-15 00:55:00,55.0,179.47796665009136,100,79.47796665009136,0,19.86949166252284,46.362147212553296,7.451059373446065,5.795268401569162,0.0,0,0,OFF,0.0,-179.47796665009136,42.57094793180391,191.5692656931176,GRID_CONNECTED,True,50,1.0,-179.47796665009136,False,False,179.10890504553228,0.0,0,190.9307343068824,60.0,60.0
2025-01-15 01:00:00,60.0,187.0428223157974,100,87.0428223157974,0,21.76070557894935,50.77497968421515,8.160264592106007,6.346872460526893,0.0,0,0,OFF,0.0,-187.0428223157974,38.87857166264621,174.95357248190794,GRID_CONNECTED,True,50,1.0,-187.0428223157974,False,False,194.69580690518205,0.0,0,207.54642751809206,65.0,65.0
2025-01-15 01:05:00,65.0,185.844044959394,100,85.84404495939401,0,21.461011239848503,50.07569289297984,8.047879214943189,6.25946161162248,0.0,0,0,OFF,0.0,-185.844044959394,35.209860226001105,158.44437101700498,GRID_CONNECTED,True,50,1.0,-185.844044959394,False,False,210.1828106517982,0.0,0,224.05562898299502,70.0,70.0
2025-01-15 01:10:00,70.0,176.52987624620494,100,76.52987624620494,0,19.132469061551234,44.642427810286215,7.174675898081713,5.580303476285777,0.0,0,0,OFF,0.0,-176.52987624620494,31.725017996940164,142.76258098623074,GRID_CONNECTED,True,50,1.0,-176.52987624620494,False,False,224.89363367231527,0.0,0,239.73741901376926,75.0,75.0
2025-01-15 01:15:00,75.0,174.3744351375949,100,74.3744351375949,0,18.593608784398725,43.38508716359703,6.972603294149522,5.4231358954496285,0.0,0,0,OFF,0.0,-174.3744351375949,28.282725914954966,127.27226661729735,GRID_CONNECTED,True,50,1.0,-174.3744351375949,False,False,239.42483660044817,0.0,0,255.22773338270267,80.0,80.0
2025-01-15 01:20:00,80.0,180.49917950911077,100,80.49917950911077,0,20.124794877277694,46.957854713647954,7.546798078979135,5.869731839205994,0.0,0,0,OFF,0.0,-180.49917950911077,24.719526435978825,111.23786896190471,GRID_CONNECTED,True,50,1.0,-180.49917950911077,False,False,254.46643489287408,0.0,0,271.2621310380953,85.0,85.0
2025-01-15 01:25:00,85.0,178.5760576866077,100,78.5760576866077,0,19.644014421651924,45.83603365052116,7.366505408119472,5.729504206315145,0.0,0,0,OFF,3.6245818389888598,-174.95147584761884,21.265843104665528,95.69629397099487,GRID_CONNECTED,True,50,1.0,-174.95147584761884,False,False,269.34777303342474,0.0,0,286.8037060290051,90.0,90.0
2025-01-15 01:30:00,90.0,185.30816386056563,100,85.30816386056563,0,21.327040965141407,49.76309558532995,7.9976403619280285,6.220386948166244,0.0,0,0,OFF,72.52298797658612,-112.7851758839795,19.03937270718794,85.67717718234573,GRID_CONNECTED,True,50,1.0,-112.7851758839795,False,False,284.7901200218052,0.0,0,296.8228228176543,95.0,95.0
2025-01-15 01:35:00,95.0,182.54351529384587,100,82.54351529384587,0,20.635878823461468,48.150383921410096,7.73845455879805,6.018797990176262,0.0,0,0,OFF,109.83480656446295,-72.70870872938292,17.604044115854993,79.21819852134746,GRID_CONNECTED,True,50,1.0,-72.70870872938292,False,False,300.00207962962565,0.0,0,303.2818014786526,100.0,100.0
2025-01-15 01:40:00,100.0,185.55654121058404,100,85.55654121058404,0,21.38913530264601,49.90798237284069,8.020925738492254,6.2384977966050865,0.0,0,0,OFF,138.68374712519417,-46.87279408538988,16.678737330985165,75.05431798943323,GRID_CONNECTED,True,50,1.0,-46.87279408538987,False,False,315.4651247305077,0.0,0,307.4456820105668,105.0,105.0
2025-01-15 01:45:00,105.0,179.75065141601394,100,79.75065141601394,0,19.937662854003484,46.52121332600813,7.476623570251307,5.815151665751016,0.0,0,0,OFF,149.533379458281,-30.21727195773296,16.082223995086924,72.37000797789116,GRID_CONNECTED,True,50,1.0,-30.217271957732947,False,False,330.44434568184215,0.0,0,310.1299920221089,110.0,110.0
2025-01-15 01:50:00,110.0,175.4340451645295,100,75.4340451645295,0,18.858511291132373,44.00319301264221,7.07194173417464,5.500399126580276,0.0,0,0,OFF,155.95401325296487,-19.48003191156463,15.697672443403988,70.63952599531794,GRID_CONNECTED,True,50,1.0,-19.480031911564623,False,False,345.06384944555293,0.0,0,311.86047400468215,115.0,115.0
2025-01-15 01:55:00,115.0,180.91684418254164,100,80.91684418254164,0,20.22921104563541,47.20149243981595,7.585954142113278,5.900186554976994,0.0,0,0,OFF,168.35874020126985,-12.558103981271785,15.449765335545154,69.5239440099532,GRID_CONNECTED,True,50,1.0,-12.558103981271785,False,False,360.1402531274314,0.0,0,312.9760559900469,120.0,120.0
2025-01-15 02:00:00,120.0,173.78872165533542,100,73.78872165533542,0,18.447180413833856,43.04342096561233,6.917692655187696,5.380427620701541,0.0,0,0,OFF,168.35874020126985,-5.429981454065569,15.342573119266964,69.04157903670134,GRID_CONNECTED,True,50,1.0,-5.429981454065569,False,False,374.6226465987093,0.0,0,313.45842096329875,125.0,125.0
2025-01-15 02:05:00,125.0,187.90928121156264,100,87.90928121156264,0,21.97732030289066,51.28041404007821,8.241495113583998,6.410051755009777,0.0,0,0,OFF,181.7429650647573,-6.166316146805354,15.220845061880475,68.49380277846214,GRID_CONNECTED,True,50,1.0,-6.166316146805343,False,False,390.28175336633956,0.0,0,314.00619722153795,130.0,130.0
2025-01-15 02:10:00,130.0,181.83079249649978,100,81.83079249649978,0,20.457698124124946,47.73462895629154,7.671636796546855,5.966828619536442,0.0,0,0,OFF,175.66447634969444,-6.166316146805354,15.220845061880475,68.49380277846214,GRID_CONNECTED,True,50,1.0,-6.166316146805343,False,False,405.43431940771455,0.0,0,314.00619722153795,135.0,135.0
2025-01-15 02:15:00,135.0,182.07178091603637,100,82.07178091603637,0,20.517945229009094,47.87520553435455,7.69422946087841,5.984400691794319,0.0,0,0,OFF,178.09656980218784,-3.975211113848544,15.142371186219616,68.14067033798827,GRID_CONNECTED,True,50,1.0,-3.9752111138485304,False,False,420.60696781738426,0.0,0,314.3593296620118,140.0,140.0
